0.000000	 1541.790774 1599.929633 1508.942987 1516.541518 1585.591446 1563.380110
4.000000	 1603.315480 1672.653707 1615.467507 1604.510089 1661.184681 1626.248146
8.000000	 1785.134762 1849.802093 1792.390841 1753.873393 1827.303150 1779.720114
12.000000	 1936.650829 1979.400123 1940.598869 1920.647143 1951.425376 1946.135501
16.000000	 2097.349689 2164.939748 2070.280894 2107.580357 2153.940587 2096.833880
20.000000	 2245.192640 2311.320257 2209.225920 2261.525357 2296.727810 2266.022857
24.000000	 2523.431237 2575.178116 2447.285065 2525.431071 2613.099499 2496.230809
28.000000	 2793.405321 2808.268097 2714.985816 2774.675357 2846.411954 2777.287908
32.000000	 3080.826710 3127.135192 3030.854176 3078.900000 3129.186650 3165.590478
36.000000	 3377.430891 3482.364324 3361.543339 3439.021339 3462.356836 3473.458944
45.016667	 4240.613338 4386.753452 4226.707704 4302.212946 4357.343414 4276.875453
49.016667	 4660.266932 4698.161668 4573.143970 4568.867679 4692.380100 4704.008280
53.016667	 5007.376469 4927.522210 4807.497914 4867.594286 4969.555297 5063.650423
57.016667	 5158.892536 5077.632158 4935.327338 4968.391607 5094.610773 5216.197861
61.016667	 5274.595715 5149.423872 4976.084546 5009.626875 5123.541518 5297.556495
65.016667	 5364.587077 5253.848184 5019.620654 5027.037321 5187.002505 5398.330257
69.016667	 5331.529026 5284.616061 5003.873551 5096.679107 5205.667502 5372.443419
73.016667	 5354.000000 5290.000000 5002.000000 5128.000000 5226.000000 5391.000000
77.016667	 5432.000000 5270.000000 5014.000000 5121.000000 5248.000000 5454.000000
81.016667	 5388.000000 5225.000000 4947.000000 5099.000000 5170.000000 5355.000000
85.016667	 5379.000000 5127.000000 4910.000000 5060.000000 5115.000000 5230.000000
89.016667	 5286.000000 5070.000000 4808.000000 5007.000000 5024.000000 5136.000000
93.016667	 5216.000000 5001.000000 4723.000000 4920.000000 4925.000000 5075.000000
97.016667	 5165.000000 4952.000000 4660.000000 4869.000000 4841.000000 5001.000000
101.016667	 5111.000000 4864.000000 4549.000000 4810.000000 4782.000000 4942.000000
105.016667	 5107.000000 4845.000000 4547.000000 4770.000000 4711.000000 4850.000000
109.016667	 5102.000000 4818.000000 4587.000000 4744.000000 4706.000000 4845.000000
113.016667	 5123.000000 4800.000000 4559.000000 4762.000000 4687.000000 4834.000000
117.016667	 5166.000000 4813.000000 4561.000000 4731.000000 4641.000000 4853.000000
121.016667	 5152.000000 4803.000000 4518.000000 4733.000000 4687.000000 4828.000000
125.016667	 5202.000000 4787.000000 4555.000000 4747.000000 4651.000000 4815.000000
129.016667	 5239.000000 4793.000000 4549.000000 4694.000000 4674.000000 4777.000000
133.016667	 5169.000000 4716.000000 4442.000000 4652.000000 4641.000000 4694.000000
137.016667	 5083.000000 4646.000000 4431.000000 4667.000000 4573.000000 4695.000000
141.016667	 5068.000000 4606.000000 4435.000000 4625.000000 4530.000000 4594.000000
145.016667	 4982.000000 4534.000000 4370.000000 4560.000000 4443.000000 4540.000000
149.016667	 4975.000000 4474.000000 4299.000000 4515.000000 4405.000000 4484.000000
153.016667	 4906.000000 4391.000000 4272.000000 4454.000000 4327.000000 4431.000000
157.016667	 4808.000000 4291.000000 4172.000000 4381.000000 4264.000000 4308.000000
161.016667	 4745.000000 4214.000000 4173.000000 4336.000000 4221.000000 4269.000000
165.016667	 4777.000000 4169.000000 4099.000000 4229.000000 4115.000000 4162.000000
169.016667	 4723.000000 4140.000000 3993.000000 4138.000000 4055.000000 4065.000000
173.016667	 4591.000000 4071.000000 3946.000000 4125.000000 3987.000000 4008.000000
176.833333	 4578.000000 4049.000000 3885.000000 4096.000000 4016.000000 4010.000000
180.833333	 4475.000000 4005.000000 3848.000000 4086.000000 3936.000000 3948.000000
184.833333	 4399.000000 3974.000000 3780.000000 4004.000000 3906.000000 3885.000000
188.833333	 4315.000000 3868.000000 3673.000000 3926.000000 3853.000000 3759.000000
192.833333	 4158.000000 3860.000000 3670.000000 3912.000000 3839.000000 3749.000000
196.833333	 4117.000000 3793.000000 3618.000000 3854.000000 3768.000000 3670.000000
200.833333	 4008.000000 3729.000000 3515.000000 3805.000000 3714.000000 3653.000000
204.833333	 3952.000000 3660.000000 3423.000000 3789.000000 3632.000000 3567.000000
208.833333	 3875.000000 3603.000000 3420.000000 3780.000000 3609.000000 3528.000000
212.833333	 3788.000000 3594.000000 3345.000000 3667.000000 3568.000000 3499.000000
216.833333	 3787.000000 3541.000000 3234.000000 3553.000000 3509.000000 3460.000000
220.833333	 3742.000000 3526.000000 3216.000000 3640.000000 3538.000000 3450.000000
224.833333	 3597.000000 3428.000000 3150.000000 3509.000000 3451.000000 3332.000000
228.833333	 3517.000000 3394.000000 3075.000000 3466.000000 3390.000000 3270.000000
232.833333	 3447.000000 3367.000000 2984.000000 3428.000000 3314.000000 3249.000000
236.833333	 3437.000000 3308.000000 2904.000000 3343.000000 3245.000000 3185.000000
240.833333	 3343.000000 3303.000000 2845.000000 3342.000000 3208.000000 3174.000000
244.833333	 3146.000000 3191.000000 2749.000000 3268.000000 3146.000000 3055.000000
248.833333	 3155.000000 3147.000000 2649.000000 3170.000000 3009.000000 2908.000000
252.833333	 3146.000000 3090.000000 2558.000000 3122.000000 2951.000000 2898.000000
256.833333	 3085.000000 3040.000000 2514.000000 3045.000000 2865.000000 2837.000000
260.833333	 3015.000000 3030.000000 2459.000000 3007.000000 2797.000000 2801.000000
264.833333	 2949.000000 2987.000000 2376.000000 2959.000000 2736.000000 2755.000000
268.833333	 2863.000000 2910.000000 2350.000000 2856.000000 2752.000000 2700.000000
272.833333	 2860.000000 2863.000000 2305.000000 2830.000000 2695.000000 2673.000000
276.833333	 2846.000000 2837.000000 2189.000000 2812.000000 2661.000000 2590.000000
280.833333	 2822.000000 2794.000000 2174.000000 2713.000000 2633.000000 2558.000000
284.833333	 2747.000000 2838.000000 2110.000000 2687.000000 2613.000000 2519.000000
288.833333	 2737.000000 2812.000000 2122.000000 2676.000000 2594.000000 2458.000000
292.833333	 2674.000000 2744.000000 2084.000000 2626.000000 2539.000000 2411.000000
296.833333	 2640.000000 2711.000000 2040.000000 2575.000000 2503.000000 2372.000000
300.833333	 2636.000000 2687.000000 2011.000000 2502.000000 2468.000000 2329.000000
304.833333	 2567.000000 2674.000000 1976.000000 2468.000000 2414.000000 2294.000000
308.833333	 2573.000000 2712.000000 1973.000000 2472.000000 2361.000000 2233.000000
312.833333	 2549.000000 2702.000000 1916.000000 2382.000000 2395.000000 2242.000000
316.833333	 2507.000000 2658.000000 1857.000000 2321.000000 2300.000000 2175.000000
320.833333	 2491.000000 2676.000000 1836.000000 2283.000000 2238.000000 2154.000000
324.833333	 2451.000000 2686.000000 1796.000000 2260.000000 2232.000000 2117.000000
328.833333	 2438.000000 2680.000000 1776.000000 2254.000000 2166.000000 2118.000000
332.833333	 2417.000000 2653.000000 1731.000000 2245.000000 2195.000000 2079.000000
336.833333	 2393.000000 2686.000000 1742.000000 2204.000000 2155.000000 2007.000000
340.833333	 2391.000000 2681.000000 1694.000000 2175.000000 2114.000000 2009.000000
344.833333	 2378.000000 2656.000000 1644.000000 2136.000000 2098.000000 1975.000000
348.833333	 2384.000000 2713.000000 1625.000000 2080.000000 2091.000000 1975.000000
352.833333	 2320.000000 2763.000000 1590.000000 2094.000000 2085.000000 1947.000000
356.833333	 2330.000000 2772.000000 1610.000000 2078.000000 2060.000000 1933.000000
360.833333	 2332.000000 2825.000000 1572.000000 2033.000000 2049.000000 1880.000000
364.833333	 2276.000000 2806.000000 1545.000000 2044.000000 1995.000000 1860.000000
368.833333	 2316.000000 2897.000000 1488.000000 2012.000000 2006.000000 1842.000000
372.833333	 2284.000000 2877.000000 1488.000000 1968.000000 1965.000000 1778.000000
376.833333	 2305.000000 2934.000000 1439.000000 1929.000000 1973.000000 1775.000000
380.833333	 2319.000000 2991.000000 1414.000000 1902.000000 1984.000000 1745.000000
384.833333	 2336.000000 3020.000000 1421.000000 1874.000000 1940.000000 1725.000000
388.833333	 2343.000000 3078.000000 1440.000000 1837.000000 1944.000000 1694.000000
392.833333	 2327.000000 3191.000000 1406.000000 1820.000000 1962.000000 1680.000000
396.833333	 2336.000000 3271.000000 1366.000000 1778.000000 1951.000000 1623.000000
400.833333	 2366.000000 3312.000000 1335.000000 1767.000000 1941.000000 1637.000000
404.833333	 2381.000000 3400.000000 1336.000000 1780.000000 1940.000000 1633.000000
408.833333	 2370.000000 3486.000000 1314.000000 1731.000000 1905.000000 1600.000000
412.833333	 2433.000000 3635.000000 1285.000000 1730.000000 1914.000000 1577.000000
416.833333	 2464.000000 3748.000000 1269.000000 1709.000000 1951.000000 1556.000000
420.833333	 2483.000000 3789.000000 1247.000000 1674.000000 1949.000000 1514.000000
424.833333	 2495.000000 3886.000000 1228.000000 1636.000000 1955.000000 1507.000000
428.833333	 2535.000000 4052.000000 1232.000000 1668.000000 1972.000000 1471.000000
432.833333	 2569.000000 4232.000000 1218.000000 1585.000000 1984.000000 1443.000000
436.833333	 2590.000000 4329.000000 1199.000000 1589.000000 2001.000000 1451.000000
440.833333	 2619.000000 4488.000000 1185.000000 1558.000000 2036.000000 1422.000000
444.833333	 2676.000000 4623.000000 1146.000000 1560.000000 2029.000000 1380.000000
448.833333	 2704.000000 4825.000000 1135.000000 1529.000000 2052.000000 1368.000000
452.833333	 2764.000000 4932.000000 1104.000000 1509.000000 2087.000000 1374.000000
456.833333	 2745.000000 5146.000000 1112.000000 1513.000000 2130.000000 1346.000000
460.833333	 2675.000000 5344.000000 1007.000000 1411.000000 2116.000000 1211.000000
