0.000000	 1436.848542 1606.436206 1659.171488 1476.521940 1632.685420 1565.537779
4.000000	 1517.180608 1696.352139 1768.045893 1571.217930 1709.966515 1623.946222
8.000000	 1688.799113 1840.032238 1921.586720 1733.947932 1935.940351 1772.361119
12.000000	 1826.641635 2005.959578 2070.474796 1836.918329 2072.894191 1910.243345
16.000000	 1965.397022 2139.443025 2220.293421 1963.792568 2201.043855 2081.638613
20.000000	 2138.841255 2315.567018 2411.056268 2121.925677 2402.561648 2210.903200
24.000000	 2387.140368 2642.786857 2688.360308 2358.205963 2675.491087 2524.968271
28.000000	 2633.613752 2879.163794 2981.483706 2630.342011 2947.442283 2792.115085
32.000000	 2978.676489 3203.602728 3384.412059 2877.654839 3318.195892 3101.392579
36.000000	 3289.050380 3545.654061 3735.229586 3141.516481 3637.102691 3468.121000
45.016667	 4300.504119 4494.869684 4668.571708 4013.087340 4488.172982 4258.071256
49.016667	 4644.653992 4856.387353 5054.750153 4461.744069 4906.860435 4678.420543
53.016667	 5175.941065 5407.933540 5600.052728 4825.817972 5285.439978 5273.995160
57.016667	 5645.153359 5898.299814 6071.841816 5232.183288 5755.974243 5695.301963
61.016667	 6174.614702 6405.351519 6552.005859 5588.902163 6226.508507 6171.187147
65.016667	 6583.577947 6903.133540 7040.544855 6018.251942 6747.911340 6656.647486
69.016667	 6996.192649 7285.044513 7429.514952 6385.083981 7059.970447 6966.882495
73.016667	 7469.000000 7695.000000 7890.000000 6788.000000 7350.000000 7292.000000
77.016667	 8002.000000 8133.000000 8422.000000 7227.000000 7618.000000 7632.000000
81.016667	 8397.000000 8540.000000 8845.000000 7598.000000 7970.000000 8076.000000
85.016667	 8802.000000 8978.000000 9189.000000 7980.000000 8342.000000 8461.000000
89.016667	 9147.000000 9360.000000 9549.000000 8268.000000 8687.000000 8809.000000
93.016667	 9477.000000 9703.000000 9837.000000 8569.000000 9017.000000 9075.000000
97.016667	 9796.000000 10063.000000 10241.000000 8879.000000 9291.000000 9409.000000
101.016667	 10328.000000 10414.000000 10676.000000 9299.000000 9639.000000 9764.000000
105.016667	 10824.000000 10945.000000 11173.000000 9732.000000 10062.000000 10164.000000
109.016667	 11389.000000 11515.000000 11661.000000 10163.000000 10483.000000 10681.000000
113.016667	 11945.000000 11995.000000 12202.000000 10513.000000 10959.000000 11149.000000
117.016667	 12499.000000 12568.000000 12675.000000 10933.000000 11325.000000 11605.000000
121.016667	 12966.000000 13103.000000 13208.000000 11350.000000 11790.000000 12081.000000
125.016667	 13500.000000 13581.000000 13678.000000 11909.000000 12198.000000 12581.000000
129.016667	 14193.000000 14096.000000 14201.000000 12327.000000 12740.000000 13109.000000
133.016667	 14627.000000 14588.000000 14692.000000 12671.000000 13141.000000 13566.000000
137.016667	 15285.000000 15117.000000 15154.000000 13111.000000 13577.000000 14051.000000
141.016667	 15634.000000 15532.000000 15597.000000 13492.000000 14030.000000 14650.000000
145.016667	 16155.000000 15954.000000 15979.000000 13930.000000 14490.000000 14996.000000
149.016667	 16666.000000 16350.000000 16416.000000 14299.000000 14883.000000 15399.000000
153.016667	 17126.000000 16748.000000 16841.000000 14732.000000 15073.000000 15836.000000
157.016667	 17572.000000 17153.000000 17253.000000 15060.000000 15601.000000 16222.000000
161.016667	 18127.000000 17705.000000 17654.000000 15456.000000 15930.000000 16641.000000
165.016667	 18610.000000 18242.000000 18081.000000 15805.000000 16478.000000 17128.000000
169.016667	 19058.000000 18618.000000 18537.000000 16266.000000 16783.000000 17568.000000
173.016667	 19619.000000 19088.000000 18974.000000 16734.000000 17158.000000 17978.000000
176.833333	 20067.000000 19482.000000 19455.000000 17231.000000 17658.000000 18569.000000
180.833333	 20459.000000 19864.000000 19631.000000 17429.000000 17919.000000 19049.000000
184.833333	 20946.000000 20378.000000 20077.000000 17753.000000 18421.000000 19516.000000
188.833333	 21819.000000 20971.000000 21038.000000 18509.000000 18936.000000 19885.000000
192.833333	 22181.000000 21525.000000 21345.000000 18783.000000 19205.000000 20310.000000
196.833333	 22696.000000 22012.000000 21895.000000 19411.000000 19566.000000 21029.000000
200.833333	 23528.000000 22517.000000 22453.000000 19849.000000 20098.000000 21525.000000
204.833333	 24036.000000 23085.000000 23013.000000 20425.000000 20582.000000 22058.000000
208.833333	 24635.000000 23591.000000 23551.000000 21072.000000 21298.000000 22806.000000
212.833333	 25393.000000 24232.000000 24231.000000 21634.000000 21827.000000 23357.000000
216.833333	 26537.000000 24920.000000 25195.000000 22402.000000 22733.000000 24400.000000
220.833333	 27465.000000 25682.000000 26072.000000 23306.000000 23447.000000 25305.000000
224.833333	 28018.000000 26309.000000 26474.000000 23758.000000 23882.000000 25878.000000
228.833333	 28757.000000 26945.000000 27298.000000 24354.000000 24466.000000 26531.000000
232.833333	 29599.000000 27541.000000 27847.000000 25171.000000 25395.000000 27102.000000
236.833333	 30447.000000 28390.000000 28686.000000 25969.000000 26107.000000 27992.000000
240.833333	 31196.000000 29020.000000 29415.000000 26577.000000 26891.000000 28750.000000
244.833333	 31974.000000 29892.000000 30387.000000 27564.000000 27829.000000 29682.000000
248.833333	 33045.000000 29953.000000 30793.000000 27981.000000 27943.000000 29757.000000
252.833333	 33622.000000 30596.000000 31517.000000 28784.000000 28487.000000 30657.000000
256.833333	 34700.000000 31535.000000 32384.000000 29538.000000 29386.000000 31780.000000
260.833333	 35549.000000 32343.000000 33300.000000 30467.000000 30233.000000 32468.000000
264.833333	 36320.000000 33333.000000 33553.000000 31149.000000 30717.000000 33325.000000
