0.000000	 1446.592179 1598.309589 1486.930877 1628.624186 1568.981423 1488.946903
4.000000	 1576.379888 1702.755479 1598.890203 1709.108521 1636.023953 1571.513274
8.000000	 1741.318436 1852.237671 1733.981621 1903.217799 1785.007352 1742.150442
12.000000	 1875.612663 2033.341096 1864.446620 2047.142727 1923.748142 1827.469027
16.000000	 2000.893855 2185.697945 2025.445981 2218.527017 2073.662688 2052.233038
20.000000	 2156.819367 2335.180137 2142.031724 2343.514454 2222.646087 2159.569322
24.000000	 2397.467412 2581.442466 2345.594135 2613.373695 2425.635968 2391.672566
28.000000	 2674.167598 2840.161644 2597.271296 2808.429847 2678.907747 2684.324484
32.000000	 2986.919926 3233.031507 2917.419450 3205.170274 3011.326957 3029.268437
36.000000	 3278.942272 3571.282877 3217.211363 3576.345089 3325.123241 3347.607670
45.016667	 4116.253259 4424.097945 3940.783203 4431.372786 4111.010672 4158.592920
49.016667	 4456.945996 4873.502740 4294.241569 4850.838202 4395.010277 4539.315634
53.016667	 5015.754190 5321.949315 4725.423765 5279.772363 4867.101423 5016.365782
57.016667	 5401.512104 5680.323288 5021.514544 5671.778417 5233.041897 5307.182891
61.016667	 5648.469274 5952.457534 5189.916174 5830.853337 5466.759605 5566.808260
65.016667	 5894.525140 6111.521918 5423.087662 6062.837596 5640.883953 5724.601770
69.016667	 6159.508380 6234.173973 5667.362554 6191.612532 5806.627984 5847.533923
73.016667	 6347.000000 6420.000000 5870.000000 6321.000000 5979.000000 6003.000000
77.016667	 6457.000000 6669.000000 6031.000000 6451.000000 6158.000000 6191.000000
81.016667	 6656.000000 6829.000000 6153.000000 6656.000000 6342.000000 6447.000000
85.016667	 6732.000000 6923.000000 6232.000000 6777.000000 6466.000000 6558.000000
89.016667	 6857.000000 7019.000000 6293.000000 6820.000000 6483.000000 6609.000000
93.016667	 6982.000000 7051.000000 6296.000000 6809.000000 6477.000000 6649.000000
97.016667	 7032.000000 7059.000000 6360.000000 6877.000000 6526.000000 6670.000000
101.016667	 7026.000000 7116.000000 6366.000000 6925.000000 6535.000000 6642.000000
105.016667	 7001.000000 7120.000000 6376.000000 6935.000000 6549.000000 6637.000000
109.016667	 7063.000000 7057.000000 6350.000000 6928.000000 6554.000000 6627.000000
